UF,Município,co_municipio_ibge,Laboratório,Total de Doses Aplicadas,1ª Dose,2ª Dose,Dose Reforço,2ª Dose Reforço,Dose Adicional,Dose Única
RS,Chiapetta,430540,Pfizer,3.574,1.079,979,1.513,1,2,0
RS,Chiapetta,430540,Astrazeneca,2.821,1.300,1.227,157,129,8,0
RS,Chiapetta,430540,Coronavac,2.033,1.050,981,2,0,0,0
RS,Chiapetta,430540,Janssen,217,0,0,88,12,20,97
RS,Chiapetta,430540,-,25,4,21,0,0,0,0
RS,Chuí,430543,Pfizer,2.925,970,801,1.144,0,10,0
RS,Chuí,430543,Astrazeneca,2.236,1.156,1.011,50,9,10,0
RS,Chuí,430543,Coronavac,1.713,859,847,4,0,3,0
RS,Chuí,430543,Janssen,362,0,0,167,10,21,164
RS,Chuí,430543,-,1,0,0,1,0,0,0
RS,Chuvisca,430544,Pfizer,5.047,1.412,1.441,2.121,21,52,0
RS,Chuvisca,430544,Astrazeneca,3.497,1.764,1.583,117,33,0,0
RS,Chuvisca,430544,Coronavac,2.251,1.196,1.055,0,0,0,0
RS,Chuvisca,430544,Janssen,269,0,0,120,0,3,146
RS,Chuvisca,430544,-,15,5,10,0,0,0,0
RS,Cidreira,430545,Pfizer,17.903,4.331,3.747,9.299,30,496,0
RS,Cidreira,430545,Astrazeneca,12.228,6.321,5.784,27,69,27,0
RS,Cidreira,430545,Coronavac,9.971,5.513,4.436,21,0,1,0
RS,Cidreira,430545,Janssen,1.705,0,0,601,165,267,672
RS,Cidreira,430545,-,126,9,117,0,0,0,0
RS,Ciríaco,430550,Pfizer,3.968,1.127,958,1.858,18,7,0
RS,Ciríaco,430550,Astrazeneca,3.257,1.620,1.577,59,1,0,0
RS,Ciríaco,430550,Coronavac,1.897,952,945,0,0,0,0
RS,Ciríaco,430550,Janssen,213,0,0,77,36,0,100
RS,Ciríaco,430550,-,2,0,0,2,0,0,0
RS,Colinas,430558,Pfizer,2.299,720,658,910,0,11,0
RS,Colinas,430558,Astrazeneca,1.736,841,819,23,53,0,0
RS,Colinas,430558,Coronavac,1.298,665,633,0,0,0,0
RS,Colinas,430558,Janssen,100,0,0,35,5,0,60
RS,Colinas,430558,-,6,0,6,0,0,0,0
RS,Colorado,430560,Pfizer,3.278,781,708,1.780,0,9,0
RS,Colorado,430560,Astrazeneca,2.982,1.441,1.380,98,63,0,0
RS,Colorado,430560,Coronavac,1.497,758,738,1,0,0,0
RS,Colorado,430560,Janssen,309,0,0,158,76,0,75
RS,Condor,430570,Pfizer,6.418,2.108,2.006,2.277,16,11,0
RS,Condor,430570,Astrazeneca,4.565,2.080,2.066,362,57,0,0
RS,Condor,430570,Coronavac,3.148,1.606,1.538,4,0,0,0
RS,Condor,430570,Janssen,474,0,0,204,75,0,195
RS,Condor,430570,-,38,5,33,0,0,0,0
RS,Constantina,430580,Pfizer,10.943,3.232,2.948,4.747,1,15,0
RS,Constantina,430580,Astrazeneca,6.809,3.183,3.130,383,40,73,0
RS,Constantina,430580,Coronavac,4.978,2.547,2.406,10,15,0,0
RS,Constantina,430580,Janssen,873,0,0,398,236,0,239
RS,Constantina,430580,-,75,43,32,0,0,0,0
RS,Coqueiro Baixo,430583,Pfizer,1.711,345,334,1.020,0,12,0
RS,Coqueiro Baixo,430583,Astrazeneca,1.036,511,515,10,0,0,0
RS,Coqueiro Baixo,430583,Coronavac,874,436,438,0,0,0,0
RS,Coqueiro Baixo,430583,Janssen,197,0,0,76,81,0,40
RS,Coqueiros Do Sul,430585,Pfizer,2.348,613,540,1.185,0,10,0
RS,Coqueiros Do Sul,430585,Astrazeneca,2.114,1.051,971,69,5,18,0
RS,Coqueiros Do Sul,430585,Coronavac,1.087,549,538,0,0,0,0
RS,Coqueiros Do Sul,430585,Janssen,156,0,0,91,1,2,62
RS,Coronel Barros,430587,Pfizer,2.713,781,674,1.251,7,0,0
RS,Coronel Barros,430587,Astrazeneca,1.945,898,862,129,56,0,0
RS,Coronel Barros,430587,Coronavac,1.455,762,692,0,1,0,0
RS,Coronel Barros,430587,Janssen,184,0,0,81,30,0,73
RS,Coronel Barros,430587,-,36,1,35,0,0,0,0
RS,Coronel Bicaco,430590,Pfizer,6.704,2.092,1.697,2.892,0,23,0
RS,Coronel Bicaco,430590,Astrazeneca,4.717,2.342,2.275,99,0,1,0
RS,Coronel Bicaco,430590,Coronavac,2.940,1.552,1.386,2,0,0,0
RS,Coronel Bicaco,430590,Janssen,317,0,0,142,0,0,175
RS,Coronel Bicaco,430590,-,24,3,21,0,0,0,0
RS,Coronel Pilar,430593,Pfizer,1.667,414,431,818,2,2,0
RS,Coronel Pilar,430593,Astrazeneca,1.370,683,622,50,15,0,0
RS,Coronel Pilar,430593,Coronavac,838,423,415,0,0,0,0
RS,Coronel Pilar,430593,Janssen,140,0,0,102,8,0,30
RS,Coronel Pilar,430593,-,7,7,0,0,0,0,0
RS,Cotiporã,430595,Pfizer,4.520,1.253,1.190,2.038,0,39,0
RS,Cotiporã,430595,Astrazeneca,2.944,1.404,1.432,70,38,0,0
RS,Cotiporã,430595,Coronavac,1.748,877,856,15,0,0,0
RS,Cotiporã,430595,Janssen,587,0,0,381,121,0,85
RS,Cotiporã,430595,-,20,0,20,0,0,0,0
RS,Coxilha,430597,Pfizer,3.951,1.314,1.220,1.404,0,13,0
RS,Coxilha,430597,Astrazeneca,1.794,861,865,68,0,0,0
RS,Coxilha,430597,Coronavac,994,519,472,3,0,0,0
RS,Coxilha,430597,Janssen,414,0,0,311,34,1,68
RS,Coxilha,430597,-,40,0,40,0,0,0,0
RS,Crissiumal,430600,Astrazeneca,13.347,6.355,5.830,968,194,0,0
RS,Crissiumal,430600,Pfizer,9.567,2.275,1.991,5.264,11,26,0
RS,Crissiumal,430600,Coronavac,5.221,2.731,2.489,1,0,0,0
RS,Crissiumal,430600,Janssen,587,0,0,284,0,0,303
RS,Crissiumal,430600,-,136,7,129,0,0,0,0
RS,Cristal,430605,Pfizer,7.747,2.415,2.197,3.134,1,0,0
RS,Cristal,430605,Astrazeneca,5.353,2.640,2.481,231,1,0,0
RS,Cristal,430605,Coronavac,3.558,1.889,1.669,0,0,0,0
RS,Cristal,430605,Janssen,452,0,0,243,31,1,177
RS,Cristal,430605,-,48,1,47,0,0,0,0
RS,Cristal Do Sul,430607,Pfizer,3.172,850,824,1.338,0,160,0
RS,Cristal Do Sul,430607,Astrazeneca,2.017,856,842,239,76,4,0
RS,Cristal Do Sul,430607,Coronavac,1.622,820,801,1,0,0,0
RS,Cristal Do Sul,430607,Janssen,173,0,0,82,26,0,65
RS,Cristal Do Sul,430607,-,25,14,10,1,0,0,0
RS,Cruz Alta,430610,Pfizer,55.673,17.522,15.073,22.709,0,369,0
RS,Cruz Alta,430610,Astrazeneca,42.238,19.660,19.086,3.042,89,361,0
RS,Cruz Alta,430610,Coronavac,29.268,15.247,13.992,29,0,0,0
RS,Cruz Alta,430610,Janssen,4.999,1.838,0,2.035,921,185,20
RS,Cruzaltense,430613,Pfizer,2.026,501,489,1.025,0,11,0
RS,Cruzaltense,430613,Astrazeneca,1.372,627,617,88,40,0,0
RS,Cruzaltense,430613,Coronavac,886,441,421,24,0,0,0
RS,Cruzaltense,430613,Janssen,167,0,0,68,58,0,41
RS,Cruzaltense,430613,-,16,1,15,0,0,0,0
RS,Cruzeiro Do Sul,430620,Pfizer,10.295,3.313,2.902,4.002,19,59,0
RS,Cruzeiro Do Sul,430620,Astrazeneca,7.953,4.015,3.747,141,50,0,0
RS,Cruzeiro Do Sul,430620,Coronavac,6.067,2.879,2.670,516,2,0,0
RS,Cruzeiro Do Sul,430620,Janssen,546,0,0,175,34,3,334
RS,David Canabarro,430630,Pfizer,4.086,1.199,1.064,1.823,0,0,0
RS,David Canabarro,430630,Astrazeneca,3.024,1.547,1.449,28,0,0,0
RS,David Canabarro,430630,Coronavac,2.144,1.097,1.047,0,0,0,0
RS,David Canabarro,430630,Janssen,552,0,0,371,61,0,120
RS,David Canabarro,430630,-,8,0,8,0,0,0,0
RS,Derrubadas,430632,Astrazeneca,2.895,1.356,1.311,212,16,0,0
RS,Derrubadas,430632,Pfizer,2.386,614,585,1.169,0,18,0
RS,Derrubadas,430632,Coronavac,1.216,619,578,19,0,0,0
RS,Derrubadas,430632,Janssen,335,0,0,203,55,0,77
RS,Derrubadas,430632,-,29,0,29,0,0,0,0
RS,Dezesseis De Novembro,430635,Pfizer,2.526,732,717,1.058,0,19,0
RS,Dezesseis De Novembro,430635,Astrazeneca,1.927,836,857,216,18,0,0
RS,Dezesseis De Novembro,430635,Coronavac,1.358,697,661,0,0,0,0
RS,Dezesseis De Novembro,430635,Janssen,272,0,0,171,28,0,73
RS,Dezesseis De Novembro,430635,-,10,0,10,0,0,0,0
RS,Dilermando De Aguiar,430637,Pfizer,3.202,1.010,927,1.250,6,9,0
RS,Dilermando De Aguiar,430637,Astrazeneca,2.375,1.008,974,354,39,0,0
RS,Dilermando De Aguiar,430637,Coronavac,1.536,771,729,35,1,0,0
RS,Dilermando De Aguiar,430637,Janssen,213,0,0,94,47,2,70
RS,Dilermando De Aguiar,430637,-,20,0,20,0,0,0,0
RS,Dois Irmãos,430640,Pfizer,29.943,9.262,8.622,11.819,34,206,0
RS,Dois Irmãos,430640,Astrazeneca,18.294,8.874,8.787,581,10,42,0
RS,Dois Irmãos,430640,Coronavac,14.835,7.609,6.990,227,0,9,0
RS,Dois Irmãos,430640,Janssen,2.747,0,0,1.396,436,29,886
RS,Dois Irmãos Das Missões,430642,Pfizer,2.123,704,581,832,0,6,0
RS,Dois Irmãos Das Missões,430642,Astrazeneca,1.511,711,686,84,30,0,0
RS,Dois Irmãos Das Missões,430642,Coronavac,984,508,461,15,0,0,0
RS,Dois Irmãos Das Missões,430642,Janssen,173,0,0,125,0,1,47
RS,Dois Irmãos Das Missões,430642,-,9,2,7,0,0,0,0
RS,Dois Lajeados,430645,Pfizer,2.763,753,683,1.308,1,18,0
RS,Dois Lajeados,430645,Astrazeneca,2.515,1.258,1.257,0,0,0,0
RS,Dois Lajeados,430645,Coronavac,1.611,800,780,17,14,0,0
RS,Dois Lajeados,430645,Janssen,202,0,0,83,32,1,86
RS,Dois Lajeados,430645,-,15,2,1,12,0,0,0
RS,Dom Feliciano,430650,Astrazeneca,10.502,5.378,4.463,656,0,5,0
RS,Dom Feliciano,430650,Pfizer,10.212,3.315,3.144,3.637,0,116,0
RS,Dom Feliciano,430650,Coronavac,6.584,3.072,2.766,745,0,1,0
RS,Dom Feliciano,430650,Janssen,981,379,0,597,0,5,0
RS,Dom Pedrito,430660,Astrazeneca,38.266,18.047,16.623,2.855,723,18,0
RS,Dom Pedrito,430660,Pfizer,26.908,7.159,6.161,13.202,78,308,0
RS,Dom Pedrito,430660,Coronavac,13.138,6.832,6.225,74,7,0,0
RS,Dom Pedrito,430660,Janssen,2.673,0,0,1.303,322,37,1.011
RS,Dom Pedrito,430660,-,70,0,70,0,0,0,0
RS,Dom Pedro De Alcântara,430655,Pfizer,2.753,830,755,1.134,8,26,0
RS,Dom Pedro De Alcântara,430655,Astrazeneca,1.901,931,879,41,46,4,0
RS,Dom Pedro De Alcântara,430655,Coronavac,1.476,758,718,0,0,0,0
RS,Dom Pedro De Alcântara,430655,Janssen,151,0,0,53,3,34,61
RS,Dom Pedro De Alcântara,430655,-,6,3,3,0,0,0,0
RS,Dona Francisca,430670,Pfizer,3.276,809,741,1.558,21,147,0
RS,Dona Francisca,430670,Astrazeneca,2.754,1.369,1.316,13,56,0,0
RS,Dona Francisca,430670,Coronavac,1.299,685,614,0,0,0,0
RS,Dona Francisca,430670,Janssen,195,0,0,83,40,0,72
RS,Dona Francisca,430670,-,42,14,28,0,0,0,0
RS,Doutor Maurício Cardoso,430673,Astrazeneca,3.977,1.987,1.855,130,4,1,0
RS,Doutor Maurício Cardoso,430673,Pfizer,3.405,780,633,1.991,0,1,0
RS,Doutor Maurício Cardoso,430673,Coronavac,2.373,1.200,1.173,0,0,0,0
RS,Doutor Maurício Cardoso,430673,Janssen,231,0,0,51,1,72,107
RS,Doutor Maurício Cardoso,430673,-,5,4,1,0,0,0,0
RS,Doutor Ricardo,430675,Pfizer,2.342,488,473,1.208,0,173,0
RS,Doutor Ricardo,430675,Astrazeneca,1.579,778,756,6,39,0,0
RS,Doutor Ricardo,430675,Coronavac,972,484,467,0,21,0,0
RS,Doutor Ricardo,430675,Janssen,149,0,0,65,29,0,55
RS,Doutor Ricardo,430675,-,9,0,9,0,0,0,0
RS,Eldorado Do Sul,430676,Pfizer,38.829,13.927,11.087,12.304,1,1.510,0
RS,Eldorado Do Sul,430676,Astrazeneca,23.489,11.759,10.724,741,2,263,0
RS,Eldorado Do Sul,430676,Coronavac,18.215,8.779,7.936,1.476,0,24,0
RS,Eldorado Do Sul,430676,Janssen,1.766,0,0,723,0,102,941
RS,Encantado,430680,Pfizer,18.417,5.990,4.977,7.401,5,44,0
RS,Encantado,430680,Astrazeneca,15.166,7.336,7.083,648,95,4,0
RS,Encantado,430680,Coronavac,10.816,5.347,5.000,464,4,1,0
RS,Encantado,430680,Janssen,1.064,0,0,406,54,1,603
RS,Encantado,430680,-,166,16,38,20,92,0,0
RS,Encruzilhada Do Sul,430690,Pfizer,23.470,6.990,6.861,9.454,54,111,0
RS,Encruzilhada Do Sul,430690,Astrazeneca,17.957,8.332,7.825,1.685,111,4,0
RS,Encruzilhada Do Sul,430690,Coronavac,11.655,6.074,5.556,19,0,6,0
RS,Encruzilhada Do Sul,430690,Janssen,2.008,0,0,1.041,335,11,621
RS,Encruzilhada Do Sul,430690,-,227,36,188,3,0,0,0
RS,Engenho Velho,430692,Pfizer,1.495,359,327,799,0,10,0
RS,Engenho Velho,430692,Coronavac,1.135,574,557,4,0,0,0
RS,Engenho Velho,430692,Astrazeneca,945,370,363,173,39,0,0
RS,Engenho Velho,430692,Janssen,61,0,0,26,9,0,26
RS,Engenho Velho,430692,-,1,0,1,0,0,0,0
RS,Entre Rios Do Sul,430695,Pfizer,3.025,782,779,1.453,0,11,0
RS,Entre Rios Do Sul,430695,Astrazeneca,2.179,1.071,974,107,26,1,0
RS,Entre Rios Do Sul,430695,Coronavac,1.493,713,683,52,43,2,0
RS,Entre Rios Do Sul,430695,Janssen,304,0,0,89,89,47,79
RS,Entre Rios Do Sul,430695,-,18,1,8,2,5,2,0
RS,Entre-Ijuís,430693,Pfizer,9.061,2.793,2.379,3.888,0,1,0
RS,Entre-Ijuís,430693,Astrazeneca,5.579,2.872,2.704,3,0,0,0
RS,Entre-Ijuís,430693,Coronavac,4.012,2.065,1.947,0,0,0,0
RS,Entre-Ijuís,430693,Janssen,714,0,0,193,130,184,207
RS,Entre-Ijuís,430693,-,22,10,12,0,0,0,0
RS,Erebango,430697,Pfizer,3.254,928,888,1.432,0,6,0
RS,Erebango,430697,Astrazeneca,1.965,887,873,200,4,1,0
RS,Erebango,430697,Coronavac,1.791,897,887,7,0,0,0
RS,Erebango,430697,Janssen,217,0,0,127,23,2,65
RS,Erebango,430697,-,3,1,2,0,0,0,0
RS,Erechim,430700,Pfizer,92.450,30.235,26.559,34.973,193,490,0
RS,Erechim,430700,Astrazeneca,71.753,36.104,34.834,779,35,1,0
RS,Erechim,430700,Coronavac,52.025,25.041,22.326,4.575,0,83,0
RS,Erechim,430700,Janssen,6.747,0,0,3.207,235,129,3.176
RS,Ernestina,430705,Pfizer,3.321,981,894,1.432,1,13,0
RS,Ernestina,430705,Astrazeneca,2.404,1.217,1.187,0,0,0,0
RS,Ernestina,430705,Coronavac,1.262,657,605,0,0,0,0
RS,Ernestina,430705,Janssen,490,0,0,287,115,1,87
RS,Ernestina,430705,-,50,6,44,0,0,0,0
RS,Erval Grande,430720,Pfizer,5.542,1.449,1.389,2.676,2,26,0
RS,Erval Grande,430720,Astrazeneca,3.730,1.682,1.666,350,32,0,0
RS,Erval Grande,430720,Coronavac,2.689,1.369,1.316,4,0,0,0
RS,Erval Grande,430720,Janssen,677,0,0,285,283,1,108
RS,Erval Grande,430720,-,41,11,29,1,0,0,0
RS,Erval Seco,430730,Pfizer,6.961,1.934,1.674,3.322,18,13,0
RS,Erval Seco,430730,Astrazeneca,4.927,2.355,2.318,178,76,0,0
RS,Erval Seco,430730,Coronavac,3.160,1.607,1.551,2,0,0,0
RS,Erval Seco,430730,Janssen,474,0,0,175,130,0,169
RS,Erval Seco,430730,-,48,21,26,1,0,0,0
RS,Esmeralda,430740,Pfizer,2.957,958,867,1.128,0,4,0
RS,Esmeralda,430740,Astrazeneca,2.302,1.213,1.089,0,0,0,0
RS,Esmeralda,430740,Coronavac,1.482,712,672,98,0,0,0
RS,Esmeralda,430740,Janssen,168,0,0,79,0,0,89
RS,Esperança Do Sul,430745,Astrazeneca,3.292,1.602,1.547,111,32,0,0
RS,Esperança Do Sul,430745,Pfizer,2.407,602,544,1.260,0,1,0
RS,Esperança Do Sul,430745,Coronavac,1.367,698,669,0,0,0,0
RS,Esperança Do Sul,430745,Janssen,464,0,0,347,41,0,76
RS,Esperança Do Sul,430745,-,7,0,7,0,0,0,0
RS,Espumoso,430750,Pfizer,12.327,3.724,3.118,5.318,85,82,0
RS,Espumoso,430750,Astrazeneca,11.986,5.998,5.730,254,2,2,0
RS,Espumoso,430750,Coronavac,6.070,3.116,2.950,4,0,0,0
RS,Espumoso,430750,Janssen,721,0,0,252,0,5,464
RS,Estação,430755,Pfizer,6.126,1.573,1.484,2.999,32,38,0
RS,Estação,430755,Astrazeneca,4.017,1.984,1.963,40,30,0,0
RS,Estação,430755,Coronavac,2.732,1.427,1.300,3,1,1,0
RS,Estação,430755,Janssen,578,0,0,302,131,4,141
RS,Estação,430755,-,40,8,32,0,0,0,0
RS,Estância Velha,430760,Pfizer,44.602,14.066,13.221,16.707,269,339,0
RS,Estância Velha,430760,Astrazeneca,32.771,15.999,14.873,1.837,57,5,0
RS,Estância Velha,430760,Coronavac,20.093,10.457,9.336,275,22,3,0
RS,Estância Velha,430760,Janssen,4.062,0,0,1.967,545,158,1.392
RS,Estância Velha,430760,-,590,85,385,98,13,9,0
RS,Esteio,430770,Pfizer,73.911,27.345,23.888,22.153,31,494,0
RS,Esteio,430770,Astrazeneca,56.868,25.255,24.323,6.584,702,4,0
RS,Esteio,430770,Coronavac,41.354,17.555,16.438,7.339,9,13,0
RS,Esteio,430770,Janssen,6.596,0,0,3.380,1.141,5,2.070
RS,Esteio,430770,-,823,132,236,277,174,4,0
RS,Estrela,430780,Pfizer,27.643,9.429,7.852,10.193,63,106,0
RS,Estrela,430780,Astrazeneca,23.040,11.362,10.934,679,65,0,0
RS,Estrela,430780,Coronavac,12.654,6.558,6.077,17,2,0,0
RS,Estrela,430780,Janssen,2.704,0,0,1.407,326,2,969
RS,Estrela,430780,-,348,138,180,25,2,3,0
RS,Estrela Velha,430781,Pfizer,3.976,1.052,1.034,1.877,0,13,0
RS,Estrela Velha,430781,Astrazeneca,2.424,1.121,1.079,185,39,0,0
RS,Estrela Velha,430781,Coronavac,1.530,784,746,0,0,0,0
RS,Estrela Velha,430781,Janssen,378,0,0,194,91,1,92
RS,Estrela Velha,430781,-,29,1,28,0,0,0,0
RS,Eugênio De Castro,430783,Pfizer,3.087,940,847,1.280,0,20,0
RS,Eugênio De Castro,430783,Astrazeneca,1.797,861,855,73,8,0,0
RS,Eugênio De Castro,430783,Coronavac,1.232,627,605,0,0,0,0
RS,Eugênio De Castro,430783,Janssen,255,0,0,110,90,0,55
RS,Eugênio De Castro,430783,-,8,0,8,0,0,0,0
RS,Fagundes Varela,430786,Pfizer,2.893,806,805,1.282,0,0,0
RS,Fagundes Varela,430786,Astrazeneca,1.984,985,916,82,1,0,0
RS,Fagundes Varela,430786,Coronavac,1.007,499,487,21,0,0,0
RS,Fagundes Varela,430786,Janssen,417,0,0,260,77,0,80
RS,Fagundes Varela,430786,-,4,1,3,0,0,0,0
RS,Farroupilha,430790,Pfizer,61.904,22.046,19.407,19.993,31,427,0
RS,Farroupilha,430790,Astrazeneca,50.305,24.312,23.341,2.054,554,44,0
RS,Farroupilha,430790,Coronavac,32.217,14.111,12.550,5.517,11,28,0
RS,Farroupilha,430790,Janssen,5.783,0,0,3.197,599,109,1.878
RS,Farroupilha,430790,-,676,28,619,27,1,1,0
RS,Faxinal Do Soturno,430800,Pfizer,7.153,2.195,1.928,2.906,43,81,0
RS,Faxinal Do Soturno,430800,Astrazeneca,4.869,2.310,2.249,177,119,14,0
RS,Faxinal Do Soturno,430800,Coronavac,2.933,1.493,1.440,0,0,0,0
RS,Faxinal Do Soturno,430800,Janssen,569,0,0,391,12,0,166
RS,Faxinal Do Soturno,430800,-,2,0,2,0,0,0,0
RS,Faxinalzinho,430805,Pfizer,2.097,549,515,1.023,2,8,0
RS,Faxinalzinho,430805,Astrazeneca,1.773,809,791,143,30,0,0
RS,Faxinalzinho,430805,Coronavac,1.057,530,519,8,0,0,0
RS,Faxinalzinho,430805,Janssen,201,0,0,104,42,0,55
RS,Fazenda Vilanova,430807,Pfizer,3.895,1.388,1.212,1.279,1,15,0
RS,Fazenda Vilanova,430807,Astrazeneca,2.589,1.278,1.239,72,0,0,0
RS,Fazenda Vilanova,430807,Coronavac,1.881,988,893,0,0,0,0
RS,Fazenda Vilanova,430807,Janssen,247,0,0,90,35,0,122
RS,Fazenda Vilanova,430807,-,43,7,35,0,0,1,0
RS,Feliz,430810,Pfizer,11.968,3.777,3.777,4.357,26,31,0
RS,Feliz,430810,Astrazeneca,10.084,4.801,4.387,878,18,0,0
RS,Feliz,430810,Coronavac,5.199,2.681,2.505,13,0,0,0
RS,Feliz,430810,Janssen,1.204,0,0,638,142,1,423
RS,Feliz,430810,-,29,0,29,0,0,0,0
RS,Flores Da Cunha,430820,Pfizer,31.254,11.417,9.929,9.876,2,30,0
RS,Flores Da Cunha,430820,Astrazeneca,21.250,10.113,10.009,973,145,10,0
RS,Flores Da Cunha,430820,Coronavac,9.894,4.789,4.570,535,0,0,0
RS,Flores Da Cunha,430820,Janssen,2.045,0,0,1.040,257,2,746
RS,Floriano Peixoto,430825,Pfizer,1.779,509,417,840,0,13,0
RS,Floriano Peixoto,430825,Astrazeneca,1.338,589,585,164,0,0,0
RS,Floriano Peixoto,430825,Coronavac,949,499,450,0,0,0,0
RS,Floriano Peixoto,430825,Janssen,75,0,0,0,0,30,45
RS,Floriano Peixoto,430825,-,17,0,17,0,0,0,0
RS,Fontoura Xavier,430830,Pfizer,9.540,3.065,2.589,3.854,0,32,0
RS,Fontoura Xavier,430830,Astrazeneca,8.130,3.835,3.667,565,63,0,0
RS,Fontoura Xavier,430830,Coronavac,3.383,1.770,1.613,0,0,0,0
RS,Fontoura Xavier,430830,Janssen,904,0,0,582,40,0,282
RS,Fontoura Xavier,430830,-,28,6,22,0,0,0,0
RS,Formigueiro,430840,Pfizer,6.911,1.569,1.433,3.837,31,41,0
RS,Formigueiro,430840,Astrazeneca,6.565,3.105,3.023,304,133,0,0
RS,Formigueiro,430840,Coronavac,3.078,1.575,1.501,2,0,0,0
RS,Formigueiro,430840,Janssen,387,0,0,134,114,1,138
RS,Formigueiro,430840,-,9,0,9,0,0,0,0
RS,Forquetinha,430843,Pfizer,2.038,603,585,850,0,0,0
RS,Forquetinha,430843,Astrazeneca,1.856,850,842,164,0,0,0
RS,Forquetinha,430843,Coronavac,1.303,666,637,0,0,0,0
RS,Forquetinha,430843,Janssen,167,0,0,92,5,0,70
RS,Forquetinha,430843,-,14,0,14,0,0,0,0
RS,Fortaleza Dos Valos,430845,Pfizer,5.459,1.281,1.235,2.856,4,83,0
RS,Fortaleza Dos Valos,430845,Astrazeneca,3.809,1.822,1.747,163,77,0,0
RS,Fortaleza Dos Valos,430845,Coronavac,2.337,1.204,1.124,7,2,0,0
RS,Fortaleza Dos Valos,430845,Janssen,329,0,0,125,73,0,131
RS,Fortaleza Dos Valos,430845,-,14,2,10,2,0,0,0
RS,Frederico Westphalen,430850,Pfizer,28.017,8.850,7.565,11.349,7,246,0
RS,Frederico Westphalen,430850,Astrazeneca,20.039,9.576,9.176,1.268,7,12,0
RS,Frederico Westphalen,430850,Coronavac,17.463,9.092,8.208,110,48,5,0
RS,Frederico Westphalen,430850,Janssen,2.694,0,0,989,315,2,1.388
RS,Frederico Westphalen,430850,-,200,38,162,0,0,0,0
RS,Garibaldi,430860,Pfizer,32.530,10.294,9.803,12.366,0,67,0
RS,Garibaldi,430860,Astrazeneca,22.622,10.796,10.748,976,100,2,0
RS,Garibaldi,430860,Coronavac,16.051,8.287,7.764,0,0,0,0
RS,Garibaldi,430860,Janssen,4.566,0,0,3.155,521,1,889
RS,Garibaldi,430860,-,134,1,133,0,0,0,0
RS,Garruchos,430865,Astrazeneca,3.194,1.442,1.381,333,37,1,0
RS,Garruchos,430865,Pfizer,2.234,636,559,1.026,0,13,0
RS,Garruchos,430865,Coronavac,1.260,622,606,31,0,1,0
RS,Garruchos,430865,Janssen,375,0,0,299,1,2,73
RS,Garruchos,430865,-,26,10,16,0,0,0,0
RS,Gaurama,430870,Pfizer,6.195,1.577,1.641,2.960,10,7,0
RS,Gaurama,430870,Astrazeneca,4.307,2.124,1.888,212,83,0,0
RS,Gaurama,430870,Coronavac,2.799,1.427,1.370,2,0,0,0
RS,Gaurama,430870,Janssen,444,0,0,150,154,2,138
RS,Gaurama,430870,-,3,1,2,0,0,0,0
RS,General Câmara,430880,Pfizer,7.934,2.147,2.024,3.736,0,27,0
RS,General Câmara,430880,Astrazeneca,6.057,2.857,2.597,524,78,1,0
RS,General Câmara,430880,Coronavac,3.560,1.860,1.679,21,0,0,0
RS,General Câmara,430880,Janssen,734,0,0,240,298,0,196
RS,General Câmara,430880,-,96,9,85,2,0,0,0
RS,Gentil,430885,Pfizer,1.713,497,461,754,0,1,0
RS,Gentil,430885,Astrazeneca,1.052,539,513,0,0,0,0
RS,Gentil,430885,Coronavac,804,407,397,0,0,0,0
RS,Gentil,430885,Janssen,236,0,0,186,2,0,48
RS,Getúlio Vargas,430890,Pfizer,15.317,4.544,3.993,6.762,0,18,0
RS,Getúlio Vargas,430890,Astrazeneca,11.007,5.502,5.355,113,37,0,0
RS,Getúlio Vargas,430890,Coronavac,7.330,3.722,3.593,15,0,0,0
RS,Getúlio Vargas,430890,Janssen,1.392,0,0,545,338,1,508
RS,Getúlio Vargas,430890,-,77,8,68,1,0,0,0
RS,Giruá,430900,Pfizer,13.047,4.415,3.779,4.795,0,58,0
RS,Giruá,430900,Astrazeneca,11.945,5.596,5.324,918,83,24,0
RS,Giruá,430900,Coronavac,6.308,3.182,3.058,68,0,0,0
RS,Giruá,430900,Janssen,947,0,0,432,102,4,409
RS,Giruá,430900,-,20,6,14,0,0,0,0
RS,Glorinha,430905,Pfizer,4.983,1.905,1.619,1.455,0,4,0
RS,Glorinha,430905,Astrazeneca,4.716,2.664,1.955,97,0,0,0
RS,Glorinha,430905,Coronavac,3.306,1.798,1.496,12,0,0,0
RS,Glorinha,430905,Janssen,421,0,0,80,110,22,209
RS,Glorinha,430905,-,4,0,0,3,0,1,0
RS,Gramado,430910,Pfizer,38.878,14.912,12.942,10.952,14,58,0
RS,Gramado,430910,Astrazeneca,24.226,11.105,11.224,1.722,168,7,0
RS,Gramado,430910,Coronavac,17.028,8.498,7.390,1.112,28,0,0
RS,Gramado,430910,Janssen,3.169,0,0,1.745,385,51,988
RS,Gramado,430910,-,194,25,95,31,43,0,0
RS,Gramado Dos Loureiros,430912,Pfizer,1.824,553,406,862,3,0,0
RS,Gramado Dos Loureiros,430912,Astrazeneca,1.729,902,777,35,15,0,0
RS,Gramado Dos Loureiros,430912,Coronavac,1.433,701,695,21,15,1,0
RS,Gramado Dos Loureiros,430912,Janssen,132,0,0,58,14,3,57
